	RSE	RRSE
243	2.6063194	1.6144099
64	3.1440604	1.7731498
468	8.663796	2.9434328
646	8.008928	2.830005
3552	11.803384	3.4356053
4584	71.169464	8.436199
4585	2.0799584	1.4422061
4586	23.781343	4.8766117
1719	1.074582	1.0366205
