	RSE	RRSE
243	2.2723897	1.5074447
64	2.6729977	1.6349305
468	12.746462	3.5702188
646	4.1841745	2.0455256
3552	12.935602	3.5966098
4584	185.48749	13.619379
4585	1.1979693	1.0945178
4586	4.0782704	2.0194728
1719	1.050907	1.0251375
