	RSE	RRSE
118	14.052303	3.7486403
40	20.428902	4.519834
265	12.573116	3.545859
564	110.24906	10.499955
69	51.548557	7.1797323
41	17.984938	4.240865
980	12.384184	3.5191169
744	10.744655	3.277904
4612	29.131657	5.397375
1782	307.09677	17.524178
417	2.7504542	1.6584493
638	13.6348095	3.6925342
4613	13.22843	3.637091
147	34.102337	5.8397207
616	13.238894	3.638529
651	13.848066	3.721299
2260	12.43485	3.5263083
856	27.079906	5.203836
684	4.496079	2.120396
362	489.71658	22.129541
1284	62.626205	7.913672
4614	2.9504015	1.7176733
1142	7.5885677	2.7547355
532	61.552612	7.845547
4615	180.01189	13.416851
463	2.6947749	1.6415769
4616	17.216036	4.149221
4617	16.04228	4.0052814
305	8.571683	2.9277437
1108	209.62088	14.47829
1022	34.50466	5.874067
318	1095.3146	33.095535
4618	63.941807	7.996362
1944	40.740665	6.3828416
390	32.912987	5.7369843
2667	250.47163	15.826296
553	23.180552	4.8146186
4619	30.372194	5.5110974
1497	24.531284	4.9529066
522	25.591827	5.0588365
4620	22.226246	4.714472
2652	7.6965566	2.774267
1008	25.447449	5.0445466
4621	28.425667	5.3315725
1151	80.119	8.950922
970	5.53471	2.3525965
4622	2.1522098	1.4670411
734	2.6901023	1.6401532
4623	2.2509987	1.5003328
4624	66.45862	8.152216
1360	17.05945	4.1303086
1871	2.589	1.6090369
4625	1.161983	1.0779531
1325	1.2844677	1.1333436
4435	1.2386938	1.1129662
4626	1.6158302	1.2711531
1568	5.647147	2.3763726
4627	0.99999976	0.9999999
