	RSE	RRSE
506	333.8691	18.272085
507	5.9462695	2.4384973
508	14.849469	3.8535008
513	248.0625	15.75
517	16.656315	4.081215
521	495.01324	22.248894
523	45.01688	6.709462
524	276.7424	16.635576
526	38.87322	6.234839
527	4.522462	2.1266081
528	39.332268	6.2715445
530	19.242775	4.3866587
533	935.3277	30.583128
536	33.59687	5.796281
537	41.595947	6.449492
543	5.9068794	2.4304073
544	31.019247	5.5694923
545	373.95065	19.337803
549	16.532455	4.0660124
551	20.893131	4.5709004
555	14.170715	3.764401
556	15.714682	3.9641747
558	46.769436	6.838818
561	279.244	16.710594
563	60.693233	7.790586
567	22.806143	4.7755775
569	12.783867	3.5754533
572	31.280533	5.5929003
577	187.65118	13.698584
579	3.7640421	1.9401139
580	27.080086	5.203853
581	91.934204	9.588233
587	31.659634	5.6266894
588	1.9976013	1.4133652
589	373.62387	19.329353
590	65.017624	8.063351
596	3.6928313	1.9216741
602	47.79372	6.9133
603	32.29469	5.682842
605	112.979805	10.629196
606	32.631916	5.7124352
607	11.373563	3.3724713
609	51.41637	7.170521
617	36.507347	6.042131
618	22.656548	4.7598896
621	167.45232	12.940337
623	20.315128	4.5072308
624	54.43675	7.378126
627	7.4010963	2.7204957
636	56.290882	7.502725
640	61.61131	7.849287
642	225.52478	15.017483
644	29.412077	5.4232903
645	19.595291	4.4266567
648	26.947124	5.191062
650	14.918248	3.8624148
652	13.90849	3.7294087
654	95.10978	9.752424
655	37.133694	6.0937424
656	48.6197	6.972783
657	70.59775	8.402246
658	83.15484	9.118928
662	45.19877	6.723003
664	47.096123	6.8626614
669	60.281185	7.764096
675	3061.5798	55.331543
677	30.911716	5.5598307
679	27.540512	5.2479057
682	34.253086	5.8526134
687	14.083234	3.7527635
688	4587.37	67.730125
691	52.942616	7.276168
695	21.94212	4.684242
696	152.992	12.368994
699	16.594315	4.073612
700	43.157158	6.569411
702	295.08783	17.178122
703	50.165142	7.0827355
706	24.24474	4.923895
707	90.57442	9.517059
708	53.937412	7.3442097
710	39.152294	6.2571793
711	48.62303	6.9730215
712	2.1426418	1.4637766
714	16.752348	4.092963
715	1152.4073	33.947124
716	16.845558	4.104334
717	138.72527	11.778169
718	33.653057	5.8011255
719	132.22058	11.498721
720	815.8427	28.56296
721	154.88416	12.445247
722	703.09766	26.51599
728	65.70874	8.106092
729	321.41025	17.927917
731	20.365856	4.5128546
735	14.290992	3.7803428
736	73.29458	8.561225
747	296.45105	17.217754
