	RSE	RRSE
2	92.94037	9.640558
6	299.49164	17.305826
7	245.98361	15.683865
16	63.83702	7.989807
18	15992.898	126.463036
20	4.7146454	2.1713233
23	5.5258236	2.350707
24	43.192226	6.572079
32	18.658604	4.3195605
35	1.6893841	1.2997631
39	71.97594	8.483863
45	492.8443	22.200096
47	5.941804	2.4375815
48	53.49632	7.314118
49	6.0967097	2.4691517
51	25.019121	5.0019116
54	13.344338	3.6529903
57	34.322594	5.8585486
60	2.2677047	1.50589
61	1321.5187	36.3527
71	12.601377	3.549842
73	38.952404	6.241186
77	47.255985	6.874299
79	36.155018	6.012904
82	46.478054	6.8174815
83	10.100692	3.1781585
84	19.691013	4.4374557
86	2.7411644	1.6556462
89	164.40723	12.822138
90	83.22126	9.122569
91	9.152544	3.0253172
92	31.794798	5.6386876
96	10.705432	3.2719157
102	19.989103	4.4709177
105	12.566268	3.5448933
107	136.05156	11.664114
113	149.7129	12.235723
119	7.2990417	2.701674
120	67.22963	8.199368
121	36.17986	6.01497
123	3.2766864	1.810162
124	7.0858	2.6619167
126	17.903248	4.231223
127	63.04908	7.9403453
128	39.88014	6.3150725
130	6.5352087	2.5564055
134	3099.6333	55.67435
135	4.068773	2.01712
136	15.561803	3.9448452
140	30.955544	5.563771
143	7.3139863	2.7044382
144	14.321432	3.7843668
146	8.378511	2.8945658
149	255.90569	15.997052
150	48.929424	6.994957
152	46.193993	6.796616
153	134.0387	11.577508
155	295.23303	17.182346
159	13.614225	3.689746
160	5.642816	2.3754613
162	32.859455	5.7323165
164	2.0012054	1.4146397
165	344.268	18.55446
166	80.86957	8.992751
171	43.24682	6.5762315
173	4.587197	2.1417742
176	346.70343	18.619974
180	1.9475741	1.3955551
182	37.166115	6.0964017
186	7.9319334	2.8163688
188	380.5296	19.507168
190	170.91939	13.073614
191	8.661823	2.9430976
192	5.3632603	2.3158715
193	17.88757	4.2293696
195	3.1207926	1.7665765
196	23.917547	4.890557
198	13.440089	3.6660726
201	14381.214	119.9217
202	3.8520355	1.9626603
203	17.92825	4.234176
206	12.042612	3.4702468
207	385.57544	19.636074
208	1.8369532	1.3553425
209	1348.0388	36.71565
210	8.318971	2.8842626
211	51.379925	7.1679792
212	2.9552608	1.7190872
215	1.7718422	1.3311056
219	458.52725	21.41325
221	14.481589	3.8054683
229	26.039577	5.102899
230	172.88809	13.148691
232	26.841476	5.1808763
233	95.64873	9.780017
234	2.7315207	1.6527313
236	394.65494	19.865925
237	1.3906953	1.1792774
239	18.009045	4.2437067
245	10.799312	3.2862306
247	225.64642	15.021532
249	391.20325	19.778858
257	12.289139	3.5055869
262	18.338339	4.2823286
263	406.33997	20.157877
266	25.557634	5.0554557
267	77.73703	8.81686
269	42.093258	6.4879317
275	12318.185	110.98732
278	6.722273	2.5927346
281	27.225353	5.217792
283	70.4136	8.391281
284	16.244883	4.030494
285	149.8383	12.240846
286	3.1851382	1.7846955
287	2.8280344	1.681676
288	16.2671	4.0332494
289	925.8834	30.428333
291	3.4698527	1.8627541
293	16.67029	4.0829268
294	1669.1698	40.855476
295	3.5913546	1.895087
297	1.8220677	1.3498399
299	3.6598873	1.9130832
300	136.16385	11.668926
301	1.7222693	1.3123525
304	2.7882037	1.6697915
306	1.8965164	1.3771406
307	78.70114	8.8713665
311	15.650824	3.9561121
312	916.6776	30.276684
314	3.9326181	1.983083
315	18.115213	4.256197
317	5.7652016	2.4010835
321	7.19417	2.682195
322	8.36628	2.8924522
323	23.06553	4.8026586
326	103.904	10.193331
327	6.0544853	2.4605863
328	731.8902	27.053469
329	844.9275	29.067636
330	40.51792	6.365369
333	7008.8774	83.71904
334	33.38217	5.7777305
339	57.421116	7.577672
340	2.3159046	1.5218097
341	3.2262015	1.796163
343	3.0633225	1.750235
347	1.4822615	1.2174816
348	16.427668	4.053106
350	5.678855	2.3830347
355	365.4205	19.115974
360	60.772026	7.7956414
361	3.783522	1.9451277
363	32.32266	5.685302
364	4.8077044	2.192648
367	38.23105	6.183126
372	10.214518	3.1960158
373	17.609352	4.1963496
379	17.94444	4.236088
382	5.732082	2.3941767
385	2.9180367	1.7082262
387	65.6423	8.101994
391	463.1072	21.519926
392	1236.6943	35.166664
393	67.659134	8.225517
394	37.767117	6.1454954
395	80.27311	8.959526
396	176.71274	13.293334
398	3.505616	1.872329
401	18.949364	4.3530865
402	97.91715	9.895309
404	25.99519	5.098548
407	2.302062	1.5172547
411	21.852015	4.674614
420	164.40579	12.8220825
421	10.868563	3.2967503
422	41.127026	6.4130354
426	170.87753	13.072013
428	8.265832	2.875036
429	4.9951687	2.2349875
432	8.268377	2.8754785
433	38.251503	6.18478
436	42.50478	6.519569
440	2.75323	1.659286
441	20.59818	4.538522
442	9.752914	3.1229656
443	180.42657	13.432296
446	7532.4062	86.78944
450	32.117588	5.667238
452	7.5380583	2.7455525
453	2.4012434	1.5495946
454	144.73625	12.030638
456	36.03382	6.0028176
457	26995.406	164.3028
458	2844.131	53.330395
460	9.743726	3.121494
462	8432.59	91.82913
464	22.534286	4.7470293
465	8.4548025	2.9077144
466	208.1291	14.426681
467	14.075688	3.751758
472	753.5689	27.45121
474	31.075283	5.574521
476	16.324232	4.0403256
477	22.381992	4.730961
481	2.1273277	1.4585361
486	2899.364	53.84574
489	13.809747	3.7161467
491	74.16305	8.611797
493	31.08878	5.5757313
495	25.84824	5.0841165
496	21.21903	4.606412
498	2600.114	50.991314
499	401.59332	20.039793
501	54.85123	7.406162
503	4.666552	2.1602204
505	35.202255	5.933149
506	8.30429	2.8817165
507	34.24269	5.8517256
508	17.630085	4.1988196
513	262.18256	16.192053
517	4.29145	2.0715816
521	14.421555	3.7975721
523	121.37675	11.017112
524	101.35762	10.067652
526	15.543356	3.9425063
527	1.8417934	1.357127
528	143.06342	11.960912
530	27.915848	5.283545
533	4.4094615	2.0998719
536	301.37424	17.360134
537	89.03583	9.43588
543	4.1405964	2.0348456
544	323.4586	17.984955
545	10.7511835	3.2788997
549	126.05679	11.227502
551	26.804102	5.177268
555	28.72093	5.3591914
556	5.050864	2.2474127
558	49.25417	7.0181313
561	17.26393	4.1549883
563	9.030563	3.0050895
567	900.8515	30.014189
569	89.354836	9.452768
572	35.29791	5.9412045
577	4969.395	70.493935
579	2.1832023	1.4775664
580	12304.597	110.92609
581	12935.478	113.73424
587	651.41504	25.522833
588	1.3051658	1.1424385
589	31.615517	5.622768
590	344.27176	18.554562
596	1.3288693	1.152766
602	186.60608	13.660383
603	43.259323	6.577182
605	9.944017	3.1534135
606	5.5519605	2.3562598
607	72.69466	8.526116
609	7.621475	2.760702
617	54.429333	7.3776236
618	134.44156	11.594893
621	14.445095	3.8006704
623	1123.4769	33.518307
624	54.774593	7.400986
627	2.740279	1.6553788
636	55.924225	7.47825
640	44099.56	209.99895
642	11.946977	3.45644
644	372.16037	19.291458
645	35.327198	5.943669
648	344.69125	18.565863
650	111.896255	10.578103
652	28.115992	5.3024516
654	106.24894	10.307713
655	68.15736	8.255747
656	62.78594	7.923758
657	3413.3103	58.423542
658	24314.87	155.93225
662	83.67477	9.147391
664	56.045483	7.486353
669	29.545145	5.4355445
675	12.843513	3.5837846
677	40.410343	6.356913
679	65.43479	8.089177
682	54.823215	7.40427
687	24.316675	4.9311943
688	22.64703	4.7588897
691	5.862122	2.421182
695	440.48773	20.987799
696	38.740215	6.224164
699	620.73615	24.914577
700	81.921295	9.051039
702	8.27824	2.8771932
703	109.3849	10.458724
706	25.433908	5.0432043
707	163.99849	12.80619
708	129.13829	11.363903
710	42.291748	6.5032105
711	71.56218	8.459443
712	1.1830037	1.0876597
714	73.07708	8.548513
715	10.783534	3.2838292
716	57.81884	7.60387
717	8.93875	2.9897742
718	188.79996	13.74045
719	221.92438	14.897126
720	17.387508	4.169833
721	58.141243	7.6250405
722	8.981731	2.9969537
728	32.87414	5.7335978
729	159.49776	12.629242
731	518.26	22.765326
735	28.062307	5.2973866
736	3861.9458	62.144554
747	741.21173	27.225204
