	RSE	RRSE
243	1.3281306	1.1524454
64	1.366633	1.1690308
468	2.7952526	1.6719009
646	3.7287621	1.9310004
3552	10.541986	3.2468426
4584	21.176867	4.601833
4585	18.822924	4.338539
4586	21.264973	4.611396
1719	4.2561407	2.0630417
