	RSE	RRSE
1	3.4258595	1.8509077
13	5.126727	2.2642276
125	11.4236965	3.379896
8	10442.877	102.1904
4628	127.20503	11.278521
437	25.8915	5.0883694
199	26.535948	5.1513057
179	371.41544	19.27214
4629	11.518873	3.3939466
845	11.566237	3.400917
1119	353.15268	18.792356
42	16.48228	4.0598373
88	3104.728	55.720085
4630	1735.2102	41.655853
52	4.432767	2.1054137
435	2.0266116	1.4235911
358	82.9889	9.109824
70	9.783485	3.1278563
148	13.256105	3.6408935
769	32.551456	5.7053885
93	22.595749	4.7534986
4631	9.928124	3.1508927
693	19.431376	4.4081035
625	31.247026	5.589904
612	8.368242	2.8927915
471	23.351515	4.8323407
608	29.881145	5.466365
482	20.850584	4.566244
4632	93.25117	9.656665
4633	32.33292	5.6862044
4634	15.279924	3.9089544
4635	7.773735	2.788142
838	50.192356	7.0846562
224	1751.2296	41.847694
184	8.463618	2.9092298
484	104.82535	10.238425
4636	21.860971	4.675572
4637	262.81125	16.211454
4638	130.69897	11.432365
282	1227.5569	35.036507
205	35.17124	5.930535
739	4.034814	2.0086846
4639	19.513119	4.4173656
4640	35.128685	5.9269457
4641	11.924572	3.4531972
767	267.5463	16.356842
227	31.234324	5.5887675
3297	84.63152	9.199539
231	12.183276	3.490455
4642	33.358723	5.775701
4643	4067.2908	63.775314
3169	66.82049	8.17438
4644	5.321648	2.3068697
504	24.146873	4.9139466
591	15.192375	3.8977396
3948	58.045227	7.618742
4645	14.888746	3.8585937
4646	14.535117	3.8124948
255	30.696226	5.5404177
410	61.027405	7.812004
4647	28.04998	5.296223
4648	120.30472	10.96835
4649	19.136526	4.3745317
1074	207.8069	14.415509
279	27.902077	5.282242
653	5.539493	2.3536127
4650	17.381542	4.1691175
4651	35.415752	5.9511137
4652	198.2069	14.078597
4653	69.29455	8.324335
302	40.78517	6.386327
4654	20.897087	4.5713334
2251	22.88317	4.7836356
4655	16.38809	4.0482206
4656	391.87918	19.795938
771	70.08338	8.371582
4657	17.930882	4.234487
1865	59.239174	7.6966987
338	47.45525	6.8887773
4658	32349.078	179.85849
4659	25.407757	5.040611
352	30.191786	5.494705
4660	17.01571	4.1250105
4661	43.457787	6.592252
4662	42.951763	6.5537596
4663	27.580557	5.2517195
2164	34.01599	5.832323
4664	25.012419	5.0012417
4665	9.843777	3.1374793
4666	19.62965	4.4305363
4667	108.30128	10.40679
4668	4033.6257	63.51083
383	51.573208	7.181449
4669	269.5378	16.417606
388	12.718175	3.566255
4670	56.436565	7.5124273
4671	48.419895	6.958441
826	30.573559	5.529336
2822	25.12772	5.012756
1589	17.767956	4.215205
4672	21.004887	4.583109
1904	93.32074	9.660266
4673	18.356352	4.2844315
2129	121.99616	11.045187
4674	23.681536	4.866368
4675	2.8607252	1.6913679
585	15.8323345	3.9789865
1226	31.835249	5.6422734
4676	26.83941	5.1806765
4677	23.26967	4.8238645
1072	15.844985	3.980576
1229	74.68732	8.642182
511	357.12875	18.89785
805	54.86541	7.407119
488	5.390497	2.3217444
2200	1.6466293	1.2832105
4678	202.97803	14.247036
597	49.11848	7.0084577
4679	16.0438	4.005471
538	27.251339	5.2202816
4680	11.73019	3.4249365
4681	40.710308	6.380463
4682	16.03534	4.004415
2100	2.7659247	1.6631069
4683	42.0007	6.480795
576	192.70099	13.881679
4684	103.03388	10.15056
3065	1.0	1.0
4685	10746.247	103.66411
4686	160.43237	12.66619
2423	5.4717965	2.3391871
4687	9211.167	95.97482
4688	4.352263	2.0862079
4689	52.112186	7.2188773
4690	81.97353	9.053924
4691	65.846306	8.1145735
2020	598.7568	24.469507
4692	40.131603	6.334951
3680	22.894524	4.784822
4693	181.72098	13.480392
4694	283.0133	16.823
1110	506.78604	22.51191
661	28.78117	5.3648086
4695	288.74628	16.992537
4696	2347.817	48.454277
2515	20.965302	4.5787883
4697	3.3636708	1.8340313
914	43.464954	6.592796
1065	37.001736	6.0829053
683	1.0	1.0
4698	191.99101	13.856082
3314	148.85527	12.200625
4699	1.6665641	1.2909547
1024	9.785557	3.1281874
2732	34.541332	5.8771873
4700	108.67059	10.424519
1887	107.196236	10.353561
1680	8.216326	2.8664134
4701	348.52966	18.66895
4702	11.124357	3.3353198
3724	50.847767	7.130762
4703	67.26804	8.20171
737	1924.969	43.87447
2110	1.0	1.0
